Serial number,LOCATION,VISUAL.1,VISUAL.2,VISUAL.3,VISUAL.4,VISUAL.5,VISUAL.6,VISUAL.7,VISUAL.8,VISUAL.9,VISUAL.10,VISUAL.11,VISUAL.12,VISUAL.13,VISUAL.14,VISUAL.15,VISUAL.16,VISUAL.AMOUNT,AUDITORIAL.1,AUDITORIAL.2,AUDITORIAL.3,AUDITORIAL.4,AUDITORIAL.5,AUDITORIAL.6,AUDITORIAL.7,AUDITORIAL.8,AUDITORIAL.9,AUDITORIAL.10,AUDITORIAL.11,AUDITORIAL.12,AUDITORIAL.13,AUDITORIAL.14,AUDITORIAL.15,AUDITORIAL.16,AUDITORIAL.AMOUNT,KINESTHETIC.1,KINESTHETIC.2,KINESTHETIC.3,KINESTHETIC.4,KINESTHETIC.5,KINESTHETIC.6,KINESTHETIC.7,KINESTHETIC.8,KINESTHETIC.9,KINESTHETIC.10,KINESTHETIC.11,KINESTHETIC.12,KINESTHETIC.13,KINESTHETIC.14,KINESTHETIC.15,KINESTHETIC.16,KINESTHETIC.AMOUNT,FINAL,FINAL KLUE
768,KULONPROGO DISTRICT,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,12,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,7,V,2
769,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,5,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,10,V,2
770,KULONPROGO DISTRICT,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,10,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,6,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,7,V,2
771,KULONPROGO DISTRICT,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,11,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,7,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,6,V,2
772,KULONPROGO DISTRICT,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,6,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,8,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,7,A,1
773,KULONPROGO DISTRICT,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,8,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,10,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,10,A,1
774,KULONPROGO DISTRICT,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,9,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,8,V,2
775,KULONPROGO DISTRICT,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,6,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,7,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,11,K,3
776,KULONPROGO DISTRICT,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,7,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,9,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,9,A,1
777,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,10,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,6,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,7,V,2
778,KULONPROGO DISTRICT,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,8,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,10,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,9,A,1
779,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,10,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,9,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,6,K,3
780,KULONPROGO DISTRICT,1,0,0,0,1,1,1,1,0,1,1,0,0,,0,1,8,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,6,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,10,V,2
781,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,12,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,7,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,7,V,2
782,KULONPROGO DISTRICT,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,5,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,7,V,2
783,KULONPROGO DISTRICT,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,11,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,10,V,2
784,KULONPROGO DISTRICT,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,8,V,2
785,KULONPROGO DISTRICT,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,7,V,2
786,KULONPROGO DISTRICT,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,7,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,8,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,6,K,3
787,KULONPROGO DISTRICT,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,6,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,11,K,3
788,KULONPROGO DISTRICT,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,12,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,9,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,8,V,2
789,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,1,1,0,0,,0,1,1,0,1,0,0,0,0,6,V,2
790,KULONPROGO DISTRICT,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,1,1,1,,1,0,1,1,1,9,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,12,A,1
791,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,6,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,6,K,3
792,KULONPROGO DISTRICT,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,8,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,10,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,12,A,1
793,KULONPROGO DISTRICT,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,8,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,9,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,9,A,1
794,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,7,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,8,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,7,A,1
795,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,6,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,9,K,3
796,KULONPROGO DISTRICT,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,9,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,6,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,9,V,2
797,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,9,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,5,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,7,V,2
798,KULONPROGO DISTRICT,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,8,1,1,1,1,0,,1,1,0,0,1,1,0,1,0,0,9,A,1
799,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,10,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,9,1,1,1,,0,1,0,1,0,1,1,1,1,0,0,0,9,V,2
800,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,5,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,7,V,2
801,KULONPROGO DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,0,,1,1,0,0,0,5,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,7,V,2
802,KULONPROGO DISTRICT,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,8,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,9,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,11,K,3
803,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,10,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,6,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,11,V,2
804,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,8,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,8,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,10,K,3
805,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,5,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,5,V,2
806,KULONPROGO DISTRICT,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,7,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,10,V,2
807,KULONPROGO DISTRICT,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,9,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,6,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,7,V,2
808,KULONPROGO DISTRICT,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,8,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,8,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,9,K,3
809,KULONPROGO DISTRICT,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,7,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,10,K,3
810,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,7,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,7,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,9,K,3
811,KULONPROGO DISTRICT,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,12,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,10,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,K,3
812,KULONPROGO DISTRICT,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,10,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,6,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,5,V,2
813,KULONPROGO DISTRICT,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,9,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,8,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,10,V,2
814,KULONPROGO DISTRICT,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,6,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,9,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,9,A,1
815,KULONPROGO DISTRICT,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,6,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,11,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,8,A,1
816,KULONPROGO DISTRICT,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,6,V,2
817,KULONPROGO DISTRICT,1,0,0,1,1,1,0,0,1,1,1,0,0,0,,0,7,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,5,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,8,V,2
818,KULONPROGO DISTRICT,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,9,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,6,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,8,V,2
819,KULONPROGO DISTRICT,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,6,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,8,K,3
820,KULONPROGO DISTRICT,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,6,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,9,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,7,A,1
821,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,11,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,6,V,2
822,KULONPROGO DISTRICT,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,9,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,7,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,8,V,2
823,KULONPROGO DISTRICT,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,9,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,10,A,1
824,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,8,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,8,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,11,K,3
825,KULONPROGO DISTRICT,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,6,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,8,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,9,A,1
826,KULONPROGO DISTRICT,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,7,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,10,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,7,A,1
827,KULONPROGO DISTRICT,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,9,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,7,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,7,V,2
828,KULONPROGO DISTRICT,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,6,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,9,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,10,A,1
829,KULONPROGO DISTRICT,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,9,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,9,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,14,K,3
830,KULONPROGO DISTRICT,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,7,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,6,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,13,K,3
831,KULONPROGO DISTRICT,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,5,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,8,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,12,K,3
832,KULONPROGO DISTRICT,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,6,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,10,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,14,A,1
833,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,9,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,6,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,10,V,2
834,KULONPROGO DISTRICT,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,8,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,10,V,2
835,KULONPROGO DISTRICT,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,8,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,9,A,1
836,KULONPROGO DISTRICT,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,6,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,10,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,9,A,1
837,KULONPROGO DISTRICT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,12,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,11,A,1
838,KULONPROGO DISTRICT,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,6,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,7,V,2
839,KULONPROGO DISTRICT,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,11,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,9,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,10,V,2
840,KULONPROGO DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,8,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,6,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,8,V,2
841,KULONPROGO DISTRICT,1,0,0,1,1,1,0,0,0,,0,0,1,0,0,1,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,6,V,2
842,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,9,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,8,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,7,K,3
843,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,10,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,6,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,10,V,2
844,KULONPROGO DISTRICT,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,7,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,6,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,8,V,2
845,KULONPROGO DISTRICT,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,8,V,2
846,KULONPROGO DISTRICT,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,7,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,5,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,8,V,2
847,KULONPROGO DISTRICT,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,6,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,6,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,6,K,3
848,KULONPROGO DISTRICT,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,6,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,7,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,8,A,1
849,KULONPROGO DISTRICT,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,7,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,9,K,3
850,KULONPROGO DISTRICT,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,9,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,7,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,5,K,3
851,KULONPROGO DISTRICT,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,7,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,8,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,8,A,1
852,KULONPROGO DISTRICT,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,10,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,6,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,7,V,2
853,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,10,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,8,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,8,V,2
854,KULONPROGO DISTRICT,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,8,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,8,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,8,K,3
855,KULONPROGO DISTRICT,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,10,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,9,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,9,V,2
856,KULONPROGO DISTRICT,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,10,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,8,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,8,V,2
857,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,9,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,7,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,8,V,2
858,KULONPROGO DISTRICT,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,9,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,8,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,10,V,2
859,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,8,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,7,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,8,V,2
860,KULONPROGO DISTRICT,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,8,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,6,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,11,K,3
861,KULONPROGO DISTRICT,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,8,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,6,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,11,K,3
862,KULONPROGO DISTRICT,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,8,V,2
863,KULONPROGO DISTRICT,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,6,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,7,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,10,K,3
864,KULONPROGO DISTRICT,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,7,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,7,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,8,K,3
865,KULONPROGO DISTRICT,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,7,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,11,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,9,A,1
866,KULONPROGO DISTRICT,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,10,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,6,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,9,V,2
867,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,9,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,8,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,6,K,3
868,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,7,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,8,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,8,A,1
869,KULONPROGO DISTRICT,1,0,0,,1,1,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,6,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,10,K,3
870,KULONPROGO DISTRICT,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,11,K,3
871,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,10,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,7,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,8,V,2
872,KULONPROGO DISTRICT,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,8,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,8,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,5,K,3
873,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,10,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,10,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,9,K,3
874,KULONPROGO DISTRICT,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,11,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,9,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,9,V,2
875,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,10,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,7,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,7,V,2
876,KULONPROGO DISTRICT,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,9,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,8,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,8,V,2
877,KULONPROGO DISTRICT,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,8,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,5,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,5,V,2
